noise_level,drift_level,delay_s,predicted_value,true_value,absolute_error,confidence,freshness,trust,decision,bad_output,accepted,rejected,forwarded,false_acceptance,false_rejection
0.2,0.0,0.1,0.9060063451727972,1.0,0.09399365482720279,0.8,0.9801986733067553,0.8950496683266889,accept,False,True,False,False,False,False
0.2,0.0,1.0,1.0998652800953563,1.0,0.09986528009535633,0.8,0.8187307530779818,0.8546826882694954,accept,False,True,False,False,False,False
0.2,0.0,3.0,0.9499768858005232,1.0,0.050023114199476804,0.8,0.5488116360940264,0.7872029090235066,accept,False,True,False,False,False,False
0.2,0.0,5.0,1.4671508444961097,1.0,0.46715084449610966,0.8,0.36787944117144233,0.7419698602928606,forward_to_fog,True,False,False,True,False,False
0.2,0.0,10.0,0.8361414915627012,1.0,0.16385850843729877,0.8,0.1353352832366127,0.6838338208091532,forward_to_fog,False,False,False,True,False,False
0.2,0.1,0.1,0.8802250800195683,1.0,0.11977491998043166,0.7000000000000001,0.9801986733067553,0.8450496683266888,accept,False,True,False,False,False,False
0.2,0.1,1.0,1.2536947030939394,1.0,0.2536947030939394,0.7000000000000001,0.8187307530779818,0.8046826882694954,accept,False,True,False,False,False,False
0.2,0.1,3.0,1.3843699962686933,1.0,0.3843699962686933,0.7000000000000001,0.5488116360940264,0.7372029090235066,forward_to_fog,True,False,False,True,False,False
0.2,0.1,5.0,1.201138538167852,1.0,0.2011385381678521,0.7000000000000001,0.36787944117144233,0.6919698602928606,forward_to_fog,False,False,False,True,False,False
0.2,0.1,10.0,1.2671634691935347,1.0,0.26716346919353473,0.7000000000000001,0.1353352832366127,0.6338338208091532,forward_to_fog,False,False,False,True,False,False
0.2,0.2,0.1,1.4852689954884324,1.0,0.4852689954884324,0.6000000000000001,0.9801986733067553,0.7950496683266889,accept,True,True,False,False,True,False
0.2,0.2,1.0,1.1811945047967392,1.0,0.18119450479673915,0.6000000000000001,0.8187307530779818,0.7546826882694955,accept,False,True,False,False,False,False
0.2,0.2,3.0,0.9154082133722046,1.0,0.08459178662779543,0.6000000000000001,0.5488116360940264,0.6872029090235067,forward_to_fog,False,False,False,True,False,False
0.2,0.2,5.0,1.0935846903362574,1.0,0.09358469033625738,0.6000000000000001,0.36787944117144233,0.6419698602928606,forward_to_fog,False,False,False,True,False,False
0.2,0.2,10.0,1.3905791514633152,1.0,0.39057915146331523,0.6000000000000001,0.1353352832366127,0.5838338208091532,forward_to_fog,True,False,False,True,False,False
0.2,0.3,0.1,1.0112643187843424,1.0,0.01126431878434242,0.5,0.9801986733067553,0.7450496683266888,forward_to_fog,False,False,False,True,False,False
0.2,0.3,1.0,1.3067062641574523,1.0,0.3067062641574523,0.5,0.8187307530779818,0.7046826882694954,forward_to_fog,True,False,False,True,False,False
0.2,0.3,3.0,1.3506474718684125,1.0,0.3506474718684125,0.5,0.5488116360940264,0.6372029090235066,forward_to_fog,True,False,False,True,False,False
0.2,0.3,5.0,1.236881567037266,1.0,0.23688156703726593,0.5,0.36787944117144233,0.5919698602928606,forward_to_fog,False,False,False,True,False,False
0.2,0.3,10.0,1.4447263972736193,1.0,0.4447263972736193,0.5,0.1353352832366127,0.5338338208091532,forward_to_fog,True,False,False,True,False,False
0.2,0.4,0.1,1.5161559483053133,1.0,0.5161559483053133,0.4,0.9801986733067553,0.6950496683266889,forward_to_fog,True,False,False,True,False,False
0.2,0.4,1.0,1.8642817033801462,1.0,0.8642817033801462,0.4,0.8187307530779818,0.6546826882694955,forward_to_fog,True,False,False,True,False,False
0.2,0.4,3.0,1.523993553554627,1.0,0.523993553554627,0.4,0.5488116360940264,0.5872029090235067,forward_to_fog,True,False,False,True,False,False
0.2,0.4,5.0,1.2781193082713878,1.0,0.27811930827138776,0.4,0.36787944117144233,0.5419698602928607,forward_to_fog,False,False,False,True,False,False
0.2,0.4,10.0,1.2876404815331939,1.0,0.2876404815331939,0.4,0.1353352832366127,0.48383382080915327,forward_to_fog,False,False,False,True,False,False
0.3,0.0,0.1,0.7505256696273981,1.0,0.24947433037260192,0.7,0.9801986733067553,0.8450496683266888,accept,False,True,False,False,False,False
0.3,0.0,1.0,1.2856820679447463,1.0,0.28568206794474627,0.7,0.8187307530779818,0.8046826882694954,accept,False,True,False,False,False,False
0.3,0.0,3.0,0.8299501495558897,1.0,0.17004985044411025,0.7,0.5488116360940264,0.7372029090235066,forward_to_fog,False,False,False,True,False,False
0.3,0.0,5.0,0.9789217678898207,1.0,0.02107823211017934,0.7,0.36787944117144233,0.6919698602928606,forward_to_fog,False,False,False,True,False,False
0.3,0.0,10.0,1.2247907857869025,1.0,0.22479078578690248,0.7,0.1353352832366127,0.6338338208091532,forward_to_fog,False,False,False,True,False,False
0.3,0.1,0.1,0.882961102804578,1.0,0.11703889719542204,0.6,0.9801986733067553,0.7950496683266888,accept,False,True,False,False,False,False
0.3,0.1,1.0,1.0119026109146845,1.0,0.011902610914684475,0.6,0.8187307530779818,0.7546826882694954,accept,False,True,False,False,False,False
0.3,0.1,3.0,0.5476141203188252,1.0,0.45238587968117483,0.6,0.5488116360940264,0.6872029090235066,forward_to_fog,True,False,False,True,False,False
0.3,0.1,5.0,0.7752564142883861,1.0,0.2247435857116139,0.6,0.36787944117144233,0.6419698602928605,forward_to_fog,False,False,False,True,False,False
0.3,0.1,10.0,0.9296790763424451,1.0,0.07032092365755493,0.6,0.1353352832366127,0.5838338208091531,forward_to_fog,False,False,False,True,False,False
0.3,0.2,0.1,1.3247282965550014,1.0,0.32472829655500135,0.49999999999999994,0.9801986733067553,0.7450496683266888,forward_to_fog,True,False,False,True,False,False
0.3,0.2,1.0,1.558047981732989,1.0,0.5580479817329891,0.49999999999999994,0.8187307530779818,0.7046826882694954,forward_to_fog,True,False,False,True,False,False
0.3,0.2,3.0,1.1944599560508866,1.0,0.19445995605088662,0.49999999999999994,0.5488116360940264,0.6372029090235066,forward_to_fog,False,False,False,True,False,False
0.3,0.2,5.0,1.2784092837599408,1.0,0.2784092837599408,0.49999999999999994,0.36787944117144233,0.5919698602928606,forward_to_fog,False,False,False,True,False,False
0.3,0.2,10.0,1.2503908105641697,1.0,0.2503908105641697,0.49999999999999994,0.1353352832366127,0.5338338208091532,forward_to_fog,False,False,False,True,False,False
0.3,0.3,0.1,1.6254223340360812,1.0,0.6254223340360812,0.39999999999999997,0.9801986733067553,0.6950496683266888,forward_to_fog,True,False,False,True,False,False
0.3,0.3,1.0,1.568006559621462,1.0,0.5680065596214621,0.39999999999999997,0.8187307530779818,0.6546826882694954,forward_to_fog,True,False,False,True,False,False
0.3,0.3,3.0,1.3821079946222627,1.0,0.38210799462226275,0.39999999999999997,0.5488116360940264,0.5872029090235066,forward_to_fog,True,False,False,True,False,False
0.3,0.3,5.0,0.9967167089664064,1.0,0.003283291033593594,0.39999999999999997,0.36787944117144233,0.5419698602928605,forward_to_fog,False,False,False,True,False,False
0.3,0.3,10.0,1.5710155943033783,1.0,0.5710155943033783,0.39999999999999997,0.1353352832366127,0.48383382080915316,forward_to_fog,True,False,False,True,False,False
0.3,0.4,0.1,1.5143141383867258,1.0,0.5143141383867258,0.29999999999999993,0.9801986733067553,0.6450496683266888,forward_to_fog,True,False,False,True,False,False
0.3,0.4,1.0,1.768082464914266,1.0,0.7680824649142659,0.29999999999999993,0.8187307530779818,0.6046826882694954,forward_to_fog,True,False,False,True,False,False
0.3,0.4,3.0,1.391028022195636,1.0,0.3910280221956359,0.29999999999999993,0.5488116360940264,0.5372029090235065,forward_to_fog,True,False,False,True,False,False
0.3,0.4,5.0,1.9859302773451537,1.0,0.9859302773451537,0.29999999999999993,0.36787944117144233,0.49196986029286055,forward_to_fog,True,False,False,True,False,False
0.3,0.4,10.0,1.2923370979034532,1.0,0.2923370979034532,0.29999999999999993,0.1353352832366127,0.4338338208091531,forward_to_fog,False,False,False,True,False,False
0.4,0.0,0.1,1.6372241657052173,1.0,0.6372241657052173,0.6,0.9801986733067553,0.7950496683266889,accept,True,True,False,False,True,False
0.4,0.0,1.0,1.046047589042893,1.0,0.04604758904289308,0.6,0.8187307530779818,0.7546826882694955,accept,False,True,False,False,False,False
0.4,0.0,3.0,0.7934923963017989,1.0,0.2065076036982011,0.6,0.5488116360940264,0.6872029090235067,forward_to_fog,False,False,False,True,False,False
0.4,0.0,5.0,0.5486208508830418,1.0,0.4513791491169582,0.6,0.36787944117144233,0.6419698602928606,forward_to_fog,True,False,False,True,False,False
0.4,0.0,10.0,0.9395877793844654,1.0,0.06041222061553464,0.6,0.1353352832366127,0.5838338208091532,forward_to_fog,False,False,False,True,False,False
0.4,0.1,0.1,1.6693284104668737,1.0,0.6693284104668737,0.5,0.9801986733067553,0.7450496683266888,forward_to_fog,True,False,False,True,False,False
0.4,0.1,1.0,1.4265497986458915,1.0,0.4265497986458915,0.5,0.8187307530779818,0.7046826882694954,forward_to_fog,True,False,False,True,False,False
0.4,0.1,3.0,1.3755535457064014,1.0,0.3755535457064014,0.5,0.5488116360940264,0.6372029090235066,forward_to_fog,True,False,False,True,False,False
0.4,0.1,5.0,0.14965097076352088,1.0,0.8503490292364791,0.5,0.36787944117144233,0.5919698602928606,forward_to_fog,True,False,False,True,False,False
0.4,0.1,10.0,1.3843856818280156,1.0,0.3843856818280156,0.5,0.1353352832366127,0.5338338208091532,forward_to_fog,True,False,False,True,False,False
0.4,0.2,0.1,1.4223409643679366,1.0,0.42234096436793656,0.39999999999999997,0.9801986733067553,0.6950496683266888,forward_to_fog,True,False,False,True,False,False
0.4,0.2,1.0,0.9800294862378691,1.0,0.01997051376213088,0.39999999999999997,0.8187307530779818,0.6546826882694955,forward_to_fog,False,False,False,True,False,False
0.4,0.2,3.0,0.9490462535278414,1.0,0.050953746472158556,0.39999999999999997,0.5488116360940264,0.5872029090235066,forward_to_fog,False,False,False,True,False,False
0.4,0.2,5.0,1.1990758192745676,1.0,0.19907581927456763,0.39999999999999997,0.36787944117144233,0.5419698602928607,forward_to_fog,False,False,False,True,False,False
0.4,0.2,10.0,1.8899505052594927,1.0,0.8899505052594927,0.39999999999999997,0.1353352832366127,0.48383382080915316,forward_to_fog,True,False,False,True,False,False
0.4,0.3,0.1,0.8779597202310703,1.0,0.12204027976892973,0.3,0.9801986733067553,0.6450496683266888,forward_to_fog,False,False,False,True,False,False
0.4,0.3,1.0,1.128877986105486,1.0,0.12887798610548606,0.3,0.8187307530779818,0.6046826882694954,forward_to_fog,False,False,False,True,False,False
0.4,0.3,3.0,1.8447139001402337,1.0,0.8447139001402337,0.3,0.5488116360940264,0.5372029090235065,forward_to_fog,True,False,False,True,False,False
0.4,0.3,5.0,1.1215396802288997,1.0,0.12153968022889972,0.3,0.36787944117144233,0.49196986029286055,forward_to_fog,False,False,False,True,False,False
0.4,0.3,10.0,1.1542994096556238,1.0,0.15429940965562383,0.3,0.1353352832366127,0.4338338208091531,forward_to_fog,False,False,False,True,False,False
0.4,0.4,0.1,1.4391105389154708,1.0,0.4391105389154708,0.19999999999999996,0.9801986733067553,0.5950496683266888,forward_to_fog,True,False,False,True,False,False
0.4,0.4,1.0,0.9034842493457217,1.0,0.09651575065427831,0.19999999999999996,0.8187307530779818,0.5546826882694954,forward_to_fog,False,False,False,True,False,False
0.4,0.4,3.0,1.4879781720600054,1.0,0.4879781720600054,0.19999999999999996,0.5488116360940264,0.4872029090235066,forward_to_fog,True,False,False,True,False,False
0.4,0.4,5.0,0.9161529612105461,1.0,0.08384703878945388,0.19999999999999996,0.36787944117144233,0.44196986029286056,forward_to_fog,False,False,False,True,False,False
0.4,0.4,10.0,1.754079324143258,1.0,0.754079324143258,0.19999999999999996,0.1353352832366127,0.3838338208091532,forward_to_fog,True,False,False,True,False,False
0.5,0.0,0.1,1.0015904113789948,1.0,0.0015904113789948493,0.5,0.9801986733067553,0.7450496683266888,forward_to_fog,False,False,False,True,False,False
0.5,0.0,1.0,2.141715733423875,1.0,1.141715733423875,0.5,0.8187307530779818,0.7046826882694954,forward_to_fog,True,False,False,True,False,False
0.5,0.0,3.0,1.1404202567655173,1.0,0.14042025676551728,0.5,0.5488116360940264,0.6372029090235066,forward_to_fog,False,False,False,True,False,False
0.5,0.0,5.0,1.6828447452163742,1.0,0.6828447452163742,0.5,0.36787944117144233,0.5919698602928606,forward_to_fog,True,False,False,True,False,False
0.5,0.0,10.0,0.348368014141318,1.0,0.651631985858682,0.5,0.1353352832366127,0.5338338208091532,forward_to_fog,True,False,False,True,False,False
0.5,0.1,0.1,1.0389303282390674,1.0,0.03893032823906739,0.4,0.9801986733067553,0.6950496683266888,forward_to_fog,False,False,False,True,False,False
0.5,0.1,1.0,1.2615728270070516,1.0,0.26157282700705164,0.4,0.8187307530779818,0.6546826882694955,forward_to_fog,False,False,False,True,False,False
0.5,0.1,3.0,1.9728604591855243,1.0,0.9728604591855243,0.4,0.5488116360940264,0.5872029090235066,forward_to_fog,True,False,False,True,False,False
0.5,0.1,5.0,0.259542030989518,1.0,0.740457969010482,0.4,0.36787944117144233,0.5419698602928607,forward_to_fog,True,False,False,True,False,False
0.5,0.1,10.0,1.5953098399044114,1.0,0.5953098399044114,0.4,0.1353352832366127,0.48383382080915316,forward_to_fog,True,False,False,True,False,False
0.5,0.2,0.1,1.4956770069079581,1.0,0.49567700690795813,0.3,0.9801986733067553,0.6450496683266889,forward_to_fog,True,False,False,True,False,False
0.5,0.2,1.0,1.966773097869065,1.0,0.966773097869065,0.3,0.8187307530779818,0.6046826882694954,forward_to_fog,True,False,False,True,False,False
0.5,0.2,3.0,1.5561927590393603,1.0,0.5561927590393603,0.3,0.5488116360940264,0.5372029090235066,forward_to_fog,True,False,False,True,False,False
0.5,0.2,5.0,1.2260355925519741,1.0,0.22603559255197414,0.3,0.36787944117144233,0.4919698602928606,forward_to_fog,False,False,False,True,False,False
0.5,0.2,10.0,0.9391751747909203,1.0,0.060824825209079725,0.3,0.1353352832366127,0.4338338208091532,forward_to_fog,False,False,False,True,False,False
0.5,0.3,0.1,0.6759101410786399,1.0,0.3240898589213601,0.2,0.9801986733067553,0.5950496683266888,forward_to_fog,True,False,False,True,False,False
0.5,0.3,1.0,1.3977113824514853,1.0,0.3977113824514853,0.2,0.8187307530779818,0.5546826882694954,forward_to_fog,True,False,False,True,False,False
0.5,0.3,3.0,1.2041516155023444,1.0,0.2041516155023444,0.2,0.5488116360940264,0.4872029090235066,forward_to_fog,False,False,False,True,False,False
0.5,0.3,5.0,2.3101336690398204,1.0,1.3101336690398204,0.2,0.36787944117144233,0.44196986029286056,forward_to_fog,True,False,False,True,False,False
0.5,0.3,10.0,0.9944875860075764,1.0,0.005512413992423637,0.2,0.1353352832366127,0.3838338208091532,forward_to_fog,False,False,False,True,False,False
0.5,0.4,0.1,1.5601959226025564,1.0,0.5601959226025564,0.09999999999999998,0.9801986733067553,0.5450496683266888,forward_to_fog,True,False,False,True,False,False
0.5,0.4,1.0,0.6154992901621352,1.0,0.3845007098378648,0.09999999999999998,0.8187307530779818,0.5046826882694955,forward_to_fog,True,False,False,True,False,False
0.5,0.4,3.0,1.2022687108369108,1.0,0.20226871083691078,0.09999999999999998,0.5488116360940264,0.43720290902350656,forward_to_fog,False,False,False,True,False,False
0.5,0.4,5.0,1.5305739400455494,1.0,0.5305739400455494,0.09999999999999998,0.36787944117144233,0.3919698602928606,forward_to_fog,True,False,False,True,False,False
0.5,0.4,10.0,1.8119800062597524,1.0,0.8119800062597524,0.09999999999999998,0.1353352832366127,0.33383382080915314,reject,True,False,True,False,False,False
